Column1;Column2;Column3;Column4
czywiesz3940;ile obrazów Tycjana znajduje siê w koœciele Santa Maria della Salute w Wenecji?;96/98/d7/98/5a/18/94/19/41/9e/c7/d2/2c/2c/f6/2b/wikiObrazy#Tycjana#w#Santa#Maria#della#Salute/wikiObrazy#Tycjana#w#Santa#Maria#della#Salute.xml;wikiObrazy#Tycjana#w#Santa#Maria#della#Salute
czywiesz3941;kto po pierwszym paryskim koncercie Chopina napisa³ o nim, ¿e mo¿e ca³kowicie odnowiæ muzykê fortepianow¹?;4e/b8/93/ce/91/d5/72/a7/e8/11/36/0d/60/7e/24/8d/wikiFran_231_ois#F_233_tis/wikiFran_231_ois#F_233_tis.xml;wikiFran_231_ois#F_233_tis
czywiesz3942;dlaczego Uluch Ali, zamiast zostaæ ksiêdzem, sta³ siê piratem?;8d/ae/22/1b/6b/98/27/00/f5/a0/7e/9b/be/83/86/2b/wikiUluch#Ali/wikiUluch#Ali.xml;wikiUluch#Ali
czywiesz3943;komu przyznaje siê Gwiazdê Morza Œródziemnego?;82/4f/fa/97/9c/b3/6d/95/f7/7f/0f/eb/95/0f/ac/22/wikiGwiazda#Morza#_346_r_243_dziemnego/wikiGwiazda#Morza#_346_r_243_dziemnego.xml;wikiGwiazda#Morza#_346_r_243_dziemnego
czywiesz3944;gdzie mieœci³y siê obozy internowania ¿o³nierzy polskich w czasie II wojny œwiatowej?;a9/40/cc/d1/13/a9/ce/0d/bd/b3/81/80/e3/cf/6d/a1/wikiObozy#internowania#_380_o_322_nierzy#polskich#w#czasie#II#wojny#_347_wiatowej/wikiObozy#internowania#_380_o_322_nierzy#polskich#w#czasie#II#wojny#_347_wiatowej.xml;wikiObozy#internowania#_380_o_322_nierzy#polskich#w#czasie#II#wojny#_347_wiatowej
czywiesz3945;jak nazywa siê organizm maj¹cy jednoczeœnie ¿eñskie i mêskie cechy p³ciowe?;98/b6/fc/db/85/e8/47/6c/a7/44/bd/27/7a/72/74/13/wikiGynandromorf/wikiGynandromorf.xml;wikiGynandromorf
czywiesz3946;w jakich miejscach oknówka azjatycka buduje gniazda?;f5/24/88/ca/ca/c9/67/cd/e3/c0/12/bc/fe/74/69/e4/wikiOkn_243_wka#azjatycka/wikiOkn_243_wka#azjatycka.xml;wikiOkn_243_wka#azjatycka
czywiesz3947;dlaczego ksi¹¿ê bawarski Ernest rozkaza³ utopiæ w Dunaju Agnes Bernauer, ma³¿onkê swego jedynego syna i nastêpcy Albrechta?;21/4b/5f/5c/a0/62/46/e8/2b/c2/f2/34/48/c6/41/e8/wikiErnest#_40_Bawaria_41_/wikiErnest#_40_Bawaria_41_.xml;wikiErnest#_40_Bawaria_41_
czywiesz3948;która linia kolejowa jako jedyna w Polsce przebiega przez terytorium trzech krajów?;f3/72/49/cb/e9/15/45/29/2e/ec/38/31/93/d4/f7/de/wikiLinia#kolejowa#nr#346/wikiLinia#kolejowa#nr#346.xml;wikiLinia#kolejowa#nr#346
czywiesz3949;jak œmia³ek antarktyczny zareagowa³ na globalne ocieplenie?;89/c1/57/ed/85/c4/cb/d6/df/4e/b6/49/f1/9f/4d/f2/wiki_346_mia_322_ek#antarktyczny/wiki_346_mia_322_ek#antarktyczny.xml;wiki_346_mia_322_ek#antarktyczny
czywiesz3950;do imienia którego bóstwa s³owiañskiego odnosi siê tytu³ albumu muzycznego Goi, Rode, Goi! zespo³u Arkona?;43/b5/7c/f5/8a/ce/61/62/a4/b2/71/9f/09/bf/d8/52/wikiGoi_44_#Rode_44_#Goi_33_/wikiGoi_44_#Rode_44_#Goi_33_.xml;wikiGoi_44_#Rode_44_#Goi_33_
czywiesz3951;w jaki sposób saki szatanki reaguj¹ na stres?;f4/20/a1/c1/00/f7/53/d1/3b/b7/7e/41/33/93/10/72/wikiSaki#szatanka/wikiSaki#szatanka.xml;wikiSaki#szatanka
czywiesz3952;scen¹ jakich wydarzeñ, poza spektaklami, by³ budynek Teatru Miejskiego w Miñsku?;e5/d7/2a/72/c5/70/ab/61/1f/e3/aa/5b/bc/1c/fa/50/wikiTeatr#Miejski#w#Mi_324_sku/wikiTeatr#Miejski#w#Mi_324_sku.xml;wikiTeatr#Miejski#w#Mi_324_sku
czywiesz3953;jak nazywa siê emitowany do dzisiaj, pierwszy na œwiecie magazyn telewizji œniadaniowej?;d1/13/00/65/72/bd/d9/a2/99/93/4d/16/61/d3/ff/21/wikiToday#_40_program#telewizyjny#NBC_41_/wikiToday#_40_program#telewizyjny#NBC_41_.xml;wikiToday#_40_program#telewizyjny#NBC_41_
czywiesz3954;jakie efekty specjalne zastosowano w filmie Frankenstein z 1910 roku?;2e/93/85/8d/32/73/98/a8/71/78/a6/71/f7/41/7b/38/wikiFrankenstein#_40_film#1910_41_/wikiFrankenstein#_40_film#1910_41_.xml;wikiFrankenstein#_40_film#1910_41_
czywiesz3955;dlaczego niemieckim samolotom podczas bombardowania Warszawy nie uda³o siê zniszczyæ mostów wiœlanych?;93/ae/1f/b8/dd/0b/06/74/cc/76/00/97/d4/7d/2f/71/wikiBombardowanie#Warszawy#_40_1939_41_/wikiBombardowanie#Warszawy#_40_1939_41_.xml;wikiBombardowanie#Warszawy#_40_1939_41_
czywiesz3956;pod jakim pseudonimem prymas Micha³ Jerzy Poniatowski podró¿owa³ po Europie?;b9/5a/c6/1b/3f/b6/16/74/62/c8/c7/ca/d5/ed/a6/2c/wikiMicha_322_#Jerzy#Poniatowski/wikiMicha_322_#Jerzy#Poniatowski.xml;wikiMicha_322_#Jerzy#Poniatowski
czywiesz3957;jakie motywy i kolory popularne s¹ w hafcie ukraiñskim?;73/31/5b/e0/bc/3d/cd/46/74/5d/c9/0b/31/20/87/d8/wikiHaft#ukrai_324_ski/wikiHaft#ukrai_324_ski.xml;wikiHaft#ukrai_324_ski
czywiesz3958;o co kanadyjski rolnik Percy Schmeiser przez wiele lat prowadzi³ proces s¹dowy z koncernem Monsanto?;6f/4f/df/00/2d/9e/c9/32/e4/1f/c7/3e/ac/3f/db/ce/wikiPercy#Schmeiser/wikiPercy#Schmeiser.xml;wikiPercy#Schmeiser
czywiesz3959;kto zwyciê¿y³ w I Miêdzynarodowym Konkursie Pianistycznym im. Fryderyka Chopina w 1927 roku?;91/7c/01/96/65/01/97/3f/c3/2e/95/54/d1/2f/21/9c/wikiLew#Oborin/wikiLew#Oborin.xml;wikiLew#Oborin
czywiesz3960;któremu ptakowi Aborygeni australijscy przypisuj¹ rolê zwiastuna z³ych wieœci lub z³odzieja tajemnic?;39/99/61/43/04/9a/10/e7/4c/9e/36/fe/41/41/16/f6/wikiWachlarz_243_wka#smolista/wikiWachlarz_243_wka#smolista.xml;wikiWachlarz_243_wka#smolista
czywiesz3961;który kanadyjski tybetolog pobiera³ nauki u rdzennych guru XIV Dalajlamy?;34/17/70/43/d5/bc/01/c0/fd/d9/07/bc/05/ac/53/f4/wikiGlenn#H_46_#Mullin/wikiGlenn#H_46_#Mullin.xml;wikiGlenn#H_46_#Mullin
czywiesz3962;jacy twórcy nawi¹zywali w swoich utworach do tragicznych losów Agnes Bernauer?;24/bb/e0/a9/5c/c3/9b/fc/6b/8c/38/b9/90/e0/af/95/wikiAgnes#Bernauer/wikiAgnes#Bernauer.xml;wikiAgnes#Bernauer
czywiesz3963;gdzie mo¿na us³yszeæ wnêtrze atomu?;4e/53/a8/e0/9c/4c/b6/78/86/8a/ba/dc/9e/c1/1a/69/wikiAlloSphere/wikiAlloSphere.xml;wikiAlloSphere
czywiesz3964;poezje którego angielskiego pisarza zosta³y wydane po raz pierwszy dopiero oko³o 230 lat po œmierci autora?;0f/c9/a4/cb/f3/a8/a9/d4/b4/d6/ad/55/3b/8c/7c/53/wikiThomas#Traherne/wikiThomas#Traherne.xml;wikiThomas#Traherne
czywiesz3965;jakie funkcje pe³ni³ tunel pod lotniskiem w Sarajewie?;b4/ca/35/9f/9b/27/eb/ba/e1/57/17/5a/0c/42/6b/ab/wikiTunel#pod#lotniskiem#w#Sarajewie/wikiTunel#pod#lotniskiem#w#Sarajewie.xml;wikiTunel#pod#lotniskiem#w#Sarajewie
czywiesz3966;w jaki sposób wed³ug Maxa Webera kapitalizm wi¹¿e siê z religi¹ protestanck¹?;b1/af/8b/43/53/b2/72/78/3b/97/dd/b8/49/ce/1f/7f/wikiEtyka#protestancka#a#duch#kapitalizmu/wikiEtyka#protestancka#a#duch#kapitalizmu.xml;wikiEtyka#protestancka#a#duch#kapitalizmu
czywiesz3967;który niewidomy medalista narciarski odzyska³ wzrok po przeszczepie komórek macierzystych?;5f/13/63/4d/ff/08/cf/ab/6e/86/ec/7a/dc/cf/9e/92/wikiMike#May/wikiMike#May.xml;wikiMike#May
czywiesz3968;czy pokrzywiec szorstkow³osy parzy?;f3/19/63/44/0f/46/e2/b2/7a/16/1b/f4/52/69/d7/5b/wikiPokrzywiec#szorstkow_322_osy/wikiPokrzywiec#szorstkow_322_osy.xml;wikiPokrzywiec#szorstkow_322_osy
czywiesz3969;w którym roku ustanowiono pierwszy oficjalny halowy rekord œwiata w skoku o tyczce kobiet?;cc/95/00/e0/e7/72/0a/86/66/8e/a7/34/5f/76/f4/6f/wikiProgresja#halowego#rekordu#_347_wiata#w#skoku#o#tyczce#kobiet/wikiProgresja#halowego#rekordu#_347_wiata#w#skoku#o#tyczce#kobiet.xml;wikiProgresja#halowego#rekordu#_347_wiata#w#skoku#o#tyczce#kobiet
czywiesz3970;jakie wyniki osi¹gnêli reprezentanci Kataru podczas lekkoatletycznych mistrzostw œwiata w Berlinie w roku 2009?;0f/33/0c/92/8f/59/da/02/ad/5b/2d/b7/82/16/91/c0/wikiKatar#na#Mistrzostwach#_346_wiata#w#Lekkoatletyce#2009/wikiKatar#na#Mistrzostwach#_346_wiata#w#Lekkoatletyce#2009.xml;wikiKatar#na#Mistrzostwach#_346_wiata#w#Lekkoatletyce#2009
czywiesz3971;jakie eksponaty zgromadzono w Chiñskim Muzeum Narodowym w Pekinie?;7c/25/b9/fa/5f/d0/b5/82/62/a0/be/50/39/88/7c/be/wikiChi_324_skie#Muzeum#Narodowe/wikiChi_324_skie#Muzeum#Narodowe.xml;wikiChi_324_skie#Muzeum#Narodowe
czywiesz3972;który papie¿ powo³a³ Pedro de Villagómez Vivanco na arcybiskupa metropolitê limskiego oraz prymasa Peru?;4b/65/26/8d/29/32/79/ca/fc/87/67/32/83/46/7c/35/wikiPedro#de#Villag_243_mez#Vivanco/wikiPedro#de#Villag_243_mez#Vivanco.xml;wikiPedro#de#Villag_243_mez#Vivanco
czywiesz3973;kiedy zlikwidowano British Rail, brytyjskie pañstwowe przedsiêbiorstwo kolejowe?;0b/b1/51/ba/23/a3/2b/d9/7c/37/e0/56/4c/6b/89/05/wikiBritish#Rail/wikiBritish#Rail.xml;wikiBritish#Rail
czywiesz3974;który z mistrzów olimpijskich w narciarstwie alpejskim swoje jedyne zwyciêstwo w Pucharze Œwiata odniós³ w Zakopanem?;5f/b2/2c/86/10/eb/42/54/96/8c/97/5f/d7/61/be/12/wikiFrancisco#Fern_225_ndez#Ochoa/wikiFrancisco#Fern_225_ndez#Ochoa.xml;wikiFrancisco#Fern_225_ndez#Ochoa
czywiesz3975;w jaki sposób Holandia broni³a siê przed niemieckim atakiem w 1940 roku?;1d/c1/d8/c5/9d/db/ec/97/cc/03/0d/89/12/03/66/aa/wikiKampania#holenderska/wikiKampania#holenderska.xml;wikiKampania#holenderska
czywiesz3976;dlaczego malarz Edouard Debat-Ponsan odmówi³ przyjêcia medalu podczas wystawy œwiatowej z 1889 roku?;1d/7b/c6/c8/a7/39/f1/77/2b/84/73/c6/33/43/c5/da/wikiEdouard#Debat_45_Ponsan/wikiEdouard#Debat_45_Ponsan.xml;wikiEdouard#Debat_45_Ponsan
czywiesz3977;dlaczego Vincent van Gogh na swoim najs³ynniejszym autoportrecie ma zabanda¿owane ucho?;9a/17/bd/d6/50/9c/5f/b6/13/f1/e4/1d/e2/e4/c8/46/wikiAutoportret#z#zabanda_380_owanym#uchem/wikiAutoportret#z#zabanda_380_owanym#uchem.xml;wikiAutoportret#z#zabanda_380_owanym#uchem
czywiesz3978;jakie zaprzepaszczone zwyciêstwa feldmarsza³ek Erich von Manstein zarzuca³ Adolfowi Hitlerowi?;a2/da/f8/e7/d0/2a/d8/0a/fb/3c/ba/df/f3/f7/49/c2/wikiVerlorene#Siege/wikiVerlorene#Siege.xml;wikiVerlorene#Siege
czywiesz3979;z kim su³tan Dar Furu korespondowa³ w sprawie przys³ania posi³ków wojskowych?;91/ec/d4/e6/6d/ea/1e/62/c9/b1/44/23/df/b5/3c/52/wikiSu_322_tanat#Dar#Fur/wikiSu_322_tanat#Dar#Fur.xml;wikiSu_322_tanat#Dar#Fur
czywiesz3980;dlaczego w 1940 roku zbombardowano Rotterdam?;da/b9/9c/20/46/44/36/f2/52/47/42/ff/48/16/9c/17/wikiBombardowanie#Rotterdamu/wikiBombardowanie#Rotterdamu.xml;wikiBombardowanie#Rotterdamu
czywiesz3981;w którym wyœcigu Formu³y 1 zadebiutowa³ bolid Brabham BT46?;8b/bf/f4/44/87/9d/00/91/36/64/98/22/b4/3e/43/b0/wikiBrabham#BT46/wikiBrabham#BT46.xml;wikiBrabham#BT46
czywiesz3982;jakie spory historycy tocz¹ wokó³ bombardowania Frampola we wrzeœniu 1939 roku?;c1/cc/e7/46/58/18/8f/b1/82/05/44/63/91/3b/8d/f9/wikiBombardowanie#Frampola/wikiBombardowanie#Frampola.xml;wikiBombardowanie#Frampola
czywiesz3983;na czym na przestrzeni wieków opiera³a siê gospodarka Nauru?;a5/b4/a5/aa/d0/c9/93/f8/dd/07/87/03/74/6b/a5/ef/wikiHistoria#Nauru/wikiHistoria#Nauru.xml;wikiHistoria#Nauru
czywiesz3984;jakie s³owo ³¹czy³o wczesnych chrzeœcijan z gladiatorami?;8a/95/df/96/ff/ec/a2/8f/a0/1e/bd/5f/e3/d9/53/6b/wikiParabolani/wikiParabolani.xml;wikiParabolani
czywiesz3985;kto otrzyma³ Nagrodê Polskiego Radia za najlepsze wykonanie mazurków na V Konkursie Chopinowskim?;45/3f/f4/48/dc/28/e2/52/b7/46/4c/e8/7a/50/4d/70/wikiFu#Cong/wikiFu#Cong.xml;wikiFu#Cong
czywiesz3986;dlaczego na obrazie Dzieñ œw. Miko³aja autorstwa Jana Steena jedno z dzieci p³acze?;17/1a/dd/1c/86/ae/7e/ee/52/62/d4/80/a6/bd/10/e4/wikiDzie_324_#_347_w_46_#Miko_322_aja/wikiDzie_324_#_347_w_46_#Miko_322_aja.xml;wikiDzie_324_#_347_w_46_#Miko_322_aja
czywiesz3987;jak¹ dzia³alnoœæ kulturaln¹ prowadzi³a spo³ecznoœæ ukraiñska w Aleksandrowie Kujawskim?;d3/85/23/cf/16/95/e1/b5/0f/5b/ad/86/32/13/3a/39/wikiHistoria#Ukrai_324_c_243_w#w#Aleksandrowie#Kujawskim/wikiHistoria#Ukrai_324_c_243_w#w#Aleksandrowie#Kujawskim.xml;wikiHistoria#Ukrai_324_c_243_w#w#Aleksandrowie#Kujawskim
czywiesz3988;czy Kodeks Synajski i Watykañski nale¿¹ do piêædziesiêciu Biblii sporz¹dzonych na polecenie Konstantyna Wielkiego?;49/4a/11/7a/5e/bd/6c/da/e1/89/5a/32/ab/09/88/7d/wikiPi_281__263_dziesi_261_t#Biblii#Konstantyna/wikiPi_281__263_dziesi_261_t#Biblii#Konstantyna.xml;wikiPi_281__263_dziesi_261_t#Biblii#Konstantyna
czywiesz3989;czym mog³o byæ tajemnicze zielone œwiat³o, które widzia³ przed swoim zaginiêciem pilot Frederick Valentich?;dd/18/4f/30/55/6b/35/af/26/ea/a6/86/8d/20/86/33/wikiZagini_281_cie#Valenticha/wikiZagini_281_cie#Valenticha.xml;wikiZagini_281_cie#Valenticha
czywiesz3990;sk¹d siê wziê³a wyj¹tkowa forma Œwi¹tyni Zhenjue?;65/8e/c0/5e/cd/26/a1/02/c3/e1/e7/ad/81/b6/2e/51/wiki_346_wi_261_tynia#Zhenjue/wiki_346_wi_261_tynia#Zhenjue.xml;wiki_346_wi_261_tynia#Zhenjue
czywiesz3991;w którym getcie rozgrywa siê akcja komiksu Maus. Opowieœæ ocala³ego?;b5/e1/4d/c2/b8/68/57/45/0c/8d/d4/3f/8e/aa/cf/cf/wikiGetto#w#Sosnowcu/wikiGetto#w#Sosnowcu.xml;wikiGetto#w#Sosnowcu
czywiesz3992;kiedy powsta³y pierwsze koszule hawajskie?;dd/ce/5a/d9/e5/bc/35/10/bf/af/69/10/81/19/a2/2c/wikiKoszula#hawajska/wikiKoszula#hawajska.xml;wikiKoszula#hawajska
czywiesz3993;gdzie odbywaj¹ siê najwiêksze na œwiecie pokazy lotnictwa wojskowego?;51/25/7d/1f/f6/7f/f3/6e/1a/7b/a0/f3/41/20/04/1f/wikiRoyal#International#Air#Tattoo/wikiRoyal#International#Air#Tattoo.xml;wikiRoyal#International#Air#Tattoo
czywiesz3994;ile jeszcze zosta³o g¹szczaków krzykliwych?;98/28/b0/b1/cc/b8/03/1d/13/ef/44/31/1f/78/62/73/wikiG_261_szczak#krzykliwy/wikiG_261_szczak#krzykliwy.xml;wikiG_261_szczak#krzykliwy
czywiesz3995;co mog¹ symbolizowaæ pantofel, latarnia i zgaszona œwieca na obrazie M³oda matka autorstwa Gerarda Dou?;51/e4/f7/e5/56/6e/74/eb/fc/24/5e/0f/3d/c4/be/17/wikiM_322_oda#matka/wikiM_322_oda#matka.xml;wikiM_322_oda#matka
czywiesz3996;jakie zakazy dotyczy³y Polaków werbowanych do przymusowych robót w nazistowskich Niemczech?;14/d4/38/76/85/5a/09/d4/1a/ee/31/c4/d0/fc/75/f5/wikiZivilarbeiter/wikiZivilarbeiter.xml;wikiZivilarbeiter
czywiesz3997;jaki popularny w XVII-wiecznej Holandii mebel uwieczni³ na jednym ze swoich obrazów Pieter de Hooch?;5e/2b/66/76/f0/86/ea/5f/1d/a9/ad/6a/f3/d5/04/b2/wikiWn_281_trze#z#kobietami#przy#bieli_378_niarce/wikiWn_281_trze#z#kobietami#przy#bieli_378_niarce.xml;wikiWn_281_trze#z#kobietami#przy#bieli_378_niarce
czywiesz3998;na czym polega innowacyjnoœæ obrazu Zwiastowanie Dantego Gabriela Rossettiego?;19/8a/e3/df/af/2b/f1/04/d3/2d/24/88/3c/f1/28/a1/wikiZwiastowanie#_40_obraz#Rossettiego_41_/wikiZwiastowanie#_40_obraz#Rossettiego_41_.xml;wikiZwiastowanie#_40_obraz#Rossettiego_41_
czywiesz3999;dlaczego w³adze Oksfordu zakaza³y cz³onkom Klubu Bullingdona organizowania spotkañ w promieniu 15 mil od siedziby uczelni?;c8/58/67/d5/44/af/0b/92/cc/0b/26/6f/24/ff/2c/11/wikiKlub#Bullingdona/wikiKlub#Bullingdona.xml;wikiKlub#Bullingdona
czywiesz4000;czym ró¿ni siê zagospodarowanie gleb ¿ó³tobrunatnych w Chinach i Nowej Zelandii?;0d/6e/76/13/d1/5a/38/4b/85/a1/3e/9f/ca/89/49/9f/wikiGleby#_380__243__322_tobrunatne/wikiGleby#_380__243__322_tobrunatne.xml;wikiGleby#_380__243__322_tobrunatne
czywiesz4001;czyj spór prawdopodobnie by³ przyczyn¹ zbudowania koœcio³a w miejscu, w którym mieœci siê obecnie Katedra w Visby?;90/44/16/8f/91/39/ac/29/92/32/84/ed/7b/a8/1d/43/wikiKatedra#w#Visby/wikiKatedra#w#Visby.xml;wikiKatedra#w#Visby
czywiesz4002;które sk³adniki razowego chleba odpowiadaj¹ za jego walory zdrowotne?;d3/8b/74/3c/1f/aa/a4/0b/19/d3/41/ce/e4/02/cf/fd/wikiChleb#razowy/wikiChleb#razowy.xml;wikiChleb#razowy
czywiesz4003;jak d³ugo trwa³a kampania belgijska w 1940 roku?;ec/dd/bd/ac/96/85/dc/2e/3b/6b/f1/79/25/38/af/fa/wikiKampania#belgijska/wikiKampania#belgijska.xml;wikiKampania#belgijska
czywiesz4004;kim byli modele pozuj¹cy Caravaggiowi w Odpoczynku w czasie ucieczki do Egiptu?;24/a9/2a/66/44/c1/de/60/59/a1/ee/ea/d4/f7/74/45/wikiOdpoczynek#w#czasie#ucieczki#do#Egiptu#_40_obraz#Caravaggia_41_/wikiOdpoczynek#w#czasie#ucieczki#do#Egiptu#_40_obraz#Caravaggia_41_.xml;wikiOdpoczynek#w#czasie#ucieczki#do#Egiptu#_40_obraz#Caravaggia_41_
czywiesz4005;w jaki sposób bijatyka pomiêdzy niemieckimi i szkockimi ¿o³nierzami najemnymi wp³ynê³a na losy estoñskiego miasta Wesenborg?;47/d7/21/03/7c/42/86/48/3c/2c/71/ab/81/bb/cb/8a/wikiObl_281__380_enie#Wesenborga/wikiObl_281__380_enie#Wesenborga.xml;wikiObl_281__380_enie#Wesenborga
czywiesz4006;co przedstawia krzywa Bethe-Slatera?;3b/6b/a2/c0/ab/53/c7/0c/7c/5f/ff/81/cf/0a/96/ac/wikiKrzywa#Bethe_45_Slatera/wikiKrzywa#Bethe_45_Slatera.xml;wikiKrzywa#Bethe_45_Slatera
czywiesz4007;dlaczego pos¹g Nike Apteros na Akropolu w Atenach nie ma skrzyde³?;27/06/dd/17/65/b3/14/c2/f4/70/b4/4c/dd/42/10/57/wiki_346_wi_261_tynia#Ateny#Nike/wiki_346_wi_261_tynia#Ateny#Nike.xml;wiki_346_wi_261_tynia#Ateny#Nike
czywiesz4008;w jakim celu co kilka lat od³oguje siê so³onczaki?;30/b6/31/b2/c9/56/20/de/cb/3b/2a/1c/b6/03/cc/bc/wikiSo_322_onczaki/wikiSo_322_onczaki.xml;wikiSo_322_onczaki
czywiesz4009;co mo¿e ci siê przytrafiæ po ugryzieniu szczura?;91/10/cc/7c/30/f7/80/94/7e/5b/b2/9d/ce/1b/53/29/wikiGor_261_czka#od#ugryzienia#szczura/wikiGor_261_czka#od#ugryzienia#szczura.xml;wikiGor_261_czka#od#ugryzienia#szczura
czywiesz4010;które z zabytków Lublina s¹ przyk³adem renesansu lubelskiego?;12/38/8a/fc/d8/dc/b3/ce/c0/1d/17/48/3c/aa/9d/30/wikiZabytki#Lublina/wikiZabytki#Lublina.xml;wikiZabytki#Lublina
czywiesz4011;co uniemo¿liwi³o Edwardowi Arthurowi Milne aktywny udzia³ w I wojnie œwiatowej?;5d/9e/81/aa/14/02/08/bc/1e/d7/b7/37/1b/32/aa/e2/wikiEdward#Arthur#Milne/wikiEdward#Arthur#Milne.xml;wikiEdward#Arthur#Milne
czywiesz4012;jakie kszta³ty mo¿e przybieraæ pieñ wysokogórskiej sosny Pinus albicaulis?;84/19/4f/1b/fd/a5/6c/57/54/10/c5/64/e2/e6/0b/26/wikiPinus#albicaulis/wikiPinus#albicaulis.xml;wikiPinus#albicaulis
czywiesz4013;jaki format graficzny stosowany jest w produkcji filmów?;c7/43/50/1a/9f/fc/25/fb/9c/54/40/2b/d4/42/c7/75/wikiOpenEXR/wikiOpenEXR.xml;wikiOpenEXR
czywiesz4014;kto by³ pierwszym Hindusem odznaczonym Distinguished Flying Cross, najwy¿szym lotniczym odznaczeniem brytyjskim?;7d/95/ba/cc/89/78/49/61/d0/7b/16/9a/42/43/7a/7c/wikiIndra#Lal#Roy/wikiIndra#Lal#Roy.xml;wikiIndra#Lal#Roy
czywiesz4015;jakie emocje wyra¿aj¹ twarze syndyków cechu sukienników przedstawione na obrazie Rembrandta?;97/33/cb/1e/0f/9b/9f/f6/61/23/46/24/db/ca/58/d6/wikiSyndycy#cechu#sukiennik_243_w/wikiSyndycy#cechu#sukiennik_243_w.xml;wikiSyndycy#cechu#sukiennik_243_w
czywiesz4016;z czym wi¹za³o siê powstanie cerkwi œw. Barbary w Vevey?;43/9a/02/ec/4b/fe/78/64/b8/2c/b4/9c/cb/d2/e8/18/wikiCerkiew#_347_w_46_#Barbary#w#Vevey/wikiCerkiew#_347_w_46_#Barbary#w#Vevey.xml;wikiCerkiew#_347_w_46_#Barbary#w#Vevey
czywiesz4017;na co nale¿y zwróciæ uwagê oceniaj¹c objaw stolca smolistego w angiodysplazji jelitowej oraz wykonuj¹c badanie na krew utajon¹ w kale?;f1/c6/12/53/24/97/3f/78/8b/20/d2/86/16/bf/4f/cc/wikiAngiodysplazja#jelitowa/wikiAngiodysplazja#jelitowa.xml;wikiAngiodysplazja#jelitowa
czywiesz4018;co oznacza z³amana tarcza na epitafium nagrobnym Charlotty Sobieskiej, znajduj¹cym siê w koœciele œw. Kazimierza na rynku Nowego Miasta w Warszawie?;e4/ba/a2/16/eb/27/82/45/d5/b1/f6/c0/f2/f4/fe/cc/wikiMaria#Karolina#Sobieska/wikiMaria#Karolina#Sobieska.xml;wikiMaria#Karolina#Sobieska
czywiesz4019;na czym polega³a metoda uprawy kukurydzy, fasoli i dyni, której Indianin Squanto nauczy³ angielskich kolonistów?;02/28/da/ea/b6/54/66/5b/4b/42/d2/e2/02/9b/58/ca/wikiSquanto/wikiSquanto.xml;wikiSquanto
czywiesz4020;w jakich jêzykach odprawiane s¹ msze œwiête w koœciele Matki Boskiej Bolesnej w Rydze?;1a/41/63/2c/82/5b/4e/d6/fd/7f/64/b5/8a/81/b7/26/wikiKo_347_ci_243__322_#Matki#Boskiej#Bolesnej#w#Rydze/wikiKo_347_ci_243__322_#Matki#Boskiej#Bolesnej#w#Rydze.xml;wikiKo_347_ci_243__322_#Matki#Boskiej#Bolesnej#w#Rydze
czywiesz4021;ile wyj¹tków w wymowie angielskiej zamieszczono w wierszu The Chaos?;41/b0/2f/c8/b8/0b/11/b1/31/4f/3a/fe/6d/8e/91/84/wikiThe#Chaos/wikiThe#Chaos.xml;wikiThe#Chaos
czywiesz4022;na jakiej wysokoœci znajduje siê wejœcie do latarni morskiej w New Brighton?;1a/92/b7/ce/2a/4f/02/66/63/80/4e/b0/d9/24/62/62/wikiLatarnia#morska#w#New#Brighton/wikiLatarnia#morska#w#New#Brighton.xml;wikiLatarnia#morska#w#New#Brighton
czywiesz4023;dlaczego rosyjski pisarz i scenarzysta Wasilij Aksionow przebywa³ w dzieciñstwie w domu dziecka?;0d/96/60/9e/7b/ec/75/1c/f4/67/6a/b0/05/e9/16/c5/wikiWasilij#Aksionow/wikiWasilij#Aksionow.xml;wikiWasilij#Aksionow
czywiesz4024;co odkryto w wyniku badañ archeologicznych na Górze Œwiêtego Marcina w Tarnowie?;fb/4d/b9/5a/b8/b8/c0/6f/66/e3/b3/5c/5b/cb/fb/f5/wikiG_243_ra#_346_wi_281_tego#Marcina/wikiG_243_ra#_346_wi_281_tego#Marcina.xml;wikiG_243_ra#_346_wi_281_tego#Marcina
czywiesz4025;w jaki sposób otrzymuje siê karboksymetylocelulozê?;33/d6/9a/6e/a0/7b/ad/09/db/92/1b/fe/b1/a4/33/00/wikiKarboksymetyloceluloza/wikiKarboksymetyloceluloza.xml;wikiKarboksymetyloceluloza
czywiesz4026;dlaczego za³o¿enia planu regulacyjnego Bielska z 1899 roku pozwala³y na nieograniczony rozwój przestrzenny miasta?;e2/b5/2c/ff/a9/31/4d/45/a8/3d/22/6b/ae/7c/35/82/wikiPlan#regulacji#urbanistycznej#Bielska/wikiPlan#regulacji#urbanistycznej#Bielska.xml;wikiPlan#regulacji#urbanistycznej#Bielska
czywiesz4027;jak po latach oceniono francuski samochód lat 50. i 60. – Renault Dauphine?;98/2c/8c/8a/e2/b9/3f/30/6c/f9/b3/de/46/bd/10/39/wikiRenault#Dauphine/wikiRenault#Dauphine.xml;wikiRenault#Dauphine
czywiesz4028;jakie owoce uprawia siê w chorwackiej gminie Lumbarda?;fe/0c/2b/36/62/7d/e4/8d/b7/fb/7a/47/ab/31/3e/fd/wikiLumbarda/wikiLumbarda.xml;wikiLumbarda
